Id,MarketPlaceValuation,MarketPlaceOffer,MarketPlaceEGP,DirectValuation,DirectOffer,DirectEGP,GrossProfit,Type
3496088,250,65,35,150,115,35,35,Direct
3496124,325,90,40,260,220,40,40,Direct
3496338,175,0,40,230,190,40,40,Direct
3496574,150,0,20,130,110,20,20,Direct
3496623,175,20,50,240,190,50,50,Direct
3496674,225,45,35,225,190,35,35,Direct
3496709,100,0,20,160,140,20,20,Direct
3496824,250,40,50,275,225,50,50,Direct
3497060,200,25,20,170,150,20,20,Direct
3497110,200,15,35,135,100,35,35,Direct
3497209,200,30,30,140,110,30,30,Direct
3497460,300,85,50,330,280,50,50,Direct
3497510,350,105,35,155,120,35,35,Direct
3497560,75,0,20,95,75,20,20,Direct
3497945,200,30,24,89,65,24,24,Direct
3497996,100,0,20,120,100,20,20,Direct
3498246,100,0,35,155,120,35,35,Direct
3498531,175,20,35,170,135,35,35,Direct
3498596,250,65,35,155,120,35,35,Direct
3498646,100,0,20,95,75,20,20,Direct
3498731,200,20,50,280,230,50,50,Direct
3499196,175,10,20,120,100,20,20,Direct
3499246,175,5,35,150,115,35,35,Direct
3499231,75,0,35,130,95,35,35,Direct
3499331,175,15,20,80,60,20,20,Direct
3499482,175,10,35,185,150,35,35,Direct
3499582,175,15,20,160,140,20,20,Direct
3499631,75,0,20,50,30,20,20,Direct
3499831,175,10,35,180,145,35,35,Direct
3500417,150,0,50,275,225,50,50,Direct
3500467,150,0,35,195,160,35,35,Direct
3500718,375,135,20,160,140,20,20,Direct
3501018,150,0,35,185,150,35,35,Direct
3500753,250,45,20,85,65,20,20,Direct
3500954,150,0,35,140,105,35,35,Direct
3501103,175,10,50,275,225,50,50,Direct
3501153,75,0,40,205,165,40,40,Direct
3495375,225,15,50,230,180,50,50,Direct
3486883,200,30,50,250,200,50,50,Direct
3494857,125,0,35,110,75,35,35,Direct
3492235,100,0,35,180,145,35,35,Direct
3495775,175,5,35,130,95,35,35,Direct
3495861,75,0,35,180,145,35,35,Direct
3495950,175,15,20,180,160,20,20,Direct
3422457,175,10,35,145,110,35,35,Direct
3496111,200,25,50,205,155,50,50,Direct
3496129,75,0,25,85,60,25,25,Direct
3496150,125,0,35,150,115,35,35,Direct
3496329,225,55,35,180,145,35,35,Direct
3496368,100,0,35,260,225,35,35,Direct
3496579,100,0,50,235,185,50,50,Direct
3496618,50,0,35,280,245,35,35,Direct
3496904,75,0,60,150,90,60,60,Direct
3497022,275,75,35,240,205,35,35,Direct
3497111,100,0,50,375,325,50,50,Direct
3497115,375,120,35,160,125,35,35,Direct
3497447,100,0,33,123,90,33,33,Direct
3497422,175,20,18,43,25,18,18,Direct
3497572,100,0,50,215,165,50,50,Direct
3497690,200,30,37,137,100,37,37,Direct
3497822,325,100,50,325,275,50,50,Direct
3498251,125,0,18,33,15,18,18,Direct
3498383,75,0,20,165,145,20,20,Direct
3498508,400,155,50,250,200,50,50,Direct
3498651,100,0,35,125,90,35,35,Direct
3498783,75,0,50,200,150,50,50,Direct
3498801,175,0,50,250,200,50,50,Direct
3498894,150,0,60,110,50,60,60,Direct
3494725,125,0,50,275,225,50,50,Direct
3491831,250,45,25,75,50,25,25,Direct
3499444,300,105,50,200,150,50,50,Direct
3499451,225,25,35,165,130,35,35,Direct
3475712,150,0,35,230,195,35,35,Direct
3499937,150,5,50,275,225,50,50,Direct
3499987,150,0,35,190,155,35,35,Direct
3500030,250,50,75,330,255,75,75,Direct
3500337,175,10,35,235,200,35,35,Direct
3500405,350,130,50,295,245,50,50,Direct
3500473,275,80,50,325,275,50,50,Direct
3500498,175,5,20,45,25,20,20,Direct
3500516,275,75,35,260,225,35,35,Direct
3500523,100,0,20,135,115,20,20,Direct
3500537,200,10,50,220,170,50,50,Direct
3500591,125,0,50,250,200,50,50,Direct
3500698,250,40,50,220,170,50,50,Direct
3500673,225,25,35,135,100,35,35,Direct
3499426,125,0,50,375,325,50,50,Direct
3500723,200,25,35,155,120,35,35,Direct
3500741,300,70,35,225,190,35,35,Direct
3500805,125,0,20,75,55,20,20,Direct
3500966,225,35,40,275,235,40,40,Direct
3500991,250,65,75,325,250,75,75,Direct
3501005,175,10,35,180,145,35,35,Direct
3500323,175,10,35,150,115,35,35,Direct
3501473,450,145,50,205,155,50,50,Direct
3501609,150,5,35,260,225,35,35,Direct
3479557,175,15,35,150,115,35,35,Direct
3483242,250,65,35,265,230,35,35,Direct
3483667,175,5,20,140,120,20,20,Direct
3483842,275,75,35,190,155,35,35,Direct
3483969,400,140,50,250,200,50,50,Direct
3484403,225,0,50,205,155,50,50,Direct
3484603,100,0,35,170,135,35,35,Direct
3484169,400,160,50,275,225,50,50,Direct
3484646,200,5,34,154,120,34,34,Direct
3484744,350,105,50,230,180,50,50,Direct
3484769,225,45,34,164,130,34,34,Direct
3485003,200,0,50,250,200,50,50,Direct
3485348,300,85,50,250,200,50,50,Direct
3485505,200,20,20,150,130,20,20,Direct
3485807,225,30,35,165,130,35,35,Direct
3485939,225,25,35,240,205,35,35,Direct
3477349,75,0,35,105,70,35,35,Direct
3486577,175,5,35,125,90,35,35,Direct
3486718,225,55,35,210,175,35,35,Direct
3486786,200,30,50,220,170,50,50,Direct
3486884,125,0,35,190,155,35,35,Direct
3486909,325,90,35,150,115,35,35,Direct
3486918,225,60,50,205,155,50,50,Direct
3487054,125,0,20,85,65,20,20,Direct
3487084,100,0,35,225,190,35,35,Direct
3487152,325,85,50,230,180,50,50,Direct
3470338,100,0,35,135,100,35,35,Direct
3487645,200,35,50,220,170,50,50,Direct
3487956,175,15,60,110,50,60,60,Direct
3488156,100,0,35,155,120,35,35,Direct
3488224,75,0,35,165,130,35,35,Direct
3488390,150,0,40,235,195,40,40,Direct
3488624,350,105,50,215,165,50,50,Direct
3488658,175,15,50,200,150,50,50,Direct
3488790,100,0,20,175,155,20,20,Direct
3488858,200,15,20,160,140,20,20,Direct
3486650,175,10,35,220,185,35,35,Direct
3462518,275,60,35,135,100,35,35,Direct
3456191,250,55,35,255,220,35,35,Direct
3489317,225,30,40,230,190,40,40,Direct
3489385,100,0,35,155,120,35,35,Direct
3489424,75,0,35,125,90,35,35,Direct
3489619,225,40,20,95,75,20,20,Direct
3489785,300,65,20,95,75,20,20,Direct
3489624,250,50,35,240,205,35,35,Direct
3490160,200,45,20,160,140,20,20,Direct
3490453,300,100,50,230,180,50,50,Direct
3490619,175,5,50,325,275,50,50,Direct
3485650,500,195,40,285,245,40,40,Direct
3491053,100,0,50,275,225,50,50,Direct
3486743,175,20,35,155,120,35,35,Direct
3491087,100,0,50,230,180,50,50,Direct
3487109,400,160,35,220,185,35,35,Direct
3491330,150,0,35,145,110,35,35,Direct
3514503,125,0,50,265,215,50,50,Direct
3514769,200,20,50,250,200,50,50,Direct
3514969,200,30,50,275,225,50,50,Direct
3515169,125,0,35,165,130,35,35,Direct
3497864,300,100,35,180,145,35,35,Direct
3515782,0,0,20,100,80,20,20,Direct
3502571,75,0,25,85,60,25,25,Direct
3516082,175,5,35,150,115,35,35,Direct
3516275,250,100,20,130,110,20,20,Direct
3507658,200,25,35,180,145,35,35,Direct
3516348,175,10,50,300,250,50,50,Direct
3516439,100,0,35,170,135,35,35,Direct
3516441,125,0,35,185,150,35,35,Direct
3516682,325,105,35,155,120,35,35,Direct
3516675,225,45,35,175,140,35,35,Direct
3516777,200,20,40,275,235,40,40,Direct
3517141,125,0,25,95,70,25,25,Direct
3517177,150,0,25,80,55,25,25,Direct
3517411,175,5,35,200,165,35,35,Direct
3517477,225,45,36,161,125,36,36,Direct
3517211,50,0,35,170,135,35,35,Direct
3517511,375,150,49,209,160,49,49,Direct
3517711,200,30,35,125,90,35,35,Direct
3518111,100,0,75,325,250,75,75,Direct
3518320,100,0,20,80,60,20,20,Direct
3518456,100,0,20,170,150,20,20,Direct
3518654,275,55,35,190,155,35,35,Direct
3518756,175,15,40,240,200,40,40,Direct
3518790,350,100,50,210,160,50,50,Direct
3518847,100,0,35,150,115,35,35,Direct
3519047,75,0,50,205,155,50,50,Direct
3519056,125,0,20,95,75,20,20,Direct
3519249,125,0,20,140,120,20,20,Direct
3519492,50,0,35,160,125,35,35,Direct
3519783,450,170,50,260,210,50,50,Direct
3519890,50,0,35,170,135,35,35,Direct
3520085,200,25,60,195,135,60,60,Direct
3520328,125,0,50,215,165,50,50,Direct
3476165,200,25,35,180,145,35,35,Direct
3520392,175,5,50,260,210,50,50,Direct
3520592,150,0,50,235,185,50,50,Direct
3520821,175,20,40,325,285,40,40,Direct
3520928,150,0,25,85,60,25,25,Direct
3521019,0,0,50,275,225,50,50,Direct
3521085,100,0,20,90,70,20,20,Direct
3521119,75,0,37,132,95,37,37,Direct
3521128,175,10,50,225,175,50,50,Direct
3521328,375,120,75,375,300,75,75,Direct
3521321,325,110,50,195,145,50,50,Direct
3521421,50,0,35,175,140,35,35,Direct
3521455,125,0,35,115,80,35,35,Direct
3521562,425,115,35,295,260,35,35,Direct
3521755,175,10,35,115,80,35,35,Direct
3521762,100,0,35,165,130,35,35,Direct
3468082,225,40,35,150,115,35,35,Direct
3522264,250,50,50,205,155,50,50,Direct
3516182,100,0,35,180,145,35,35,Direct
3522464,150,0,20,95,75,20,20,Direct
3522598,100,0,20,135,115,20,20,Direct
3503680,75,0,35,135,100,35,35,Direct
3522834,300,100,35,185,150,35,35,Direct
3523300,250,55,50,375,325,50,50,Direct
3523400,150,0,35,180,145,35,35,Direct
3500062,175,15,35,190,155,35,35,Direct
3511251,125,0,35,145,110,35,35,Direct
3511312,200,10,35,225,190,35,35,Direct
3511337,200,40,50,265,215,50,50,Direct
3487787,225,35,50,275,225,50,50,Direct
3511426,125,0,50,260,210,50,50,Direct
3511512,175,15,35,255,220,35,35,Direct
3511587,175,15,50,230,180,50,50,Direct
3512005,75,0,50,200,150,50,50,Direct
3512055,150,0,20,75,55,20,20,Direct
3512230,225,45,35,265,230,35,35,Direct
3512587,200,20,55,300,245,55,55,Direct
3512766,175,10,25,70,45,25,25,Direct
3512791,300,80,35,210,175,35,35,Direct
3513141,75,0,50,280,230,50,50,Direct
3513191,100,0,20,140,120,20,20,Direct
3513248,75,0,35,185,150,35,35,Direct
3513298,175,10,50,265,215,50,50,Direct
3513566,175,5,35,150,115,35,35,Direct
3513902,125,0,35,260,225,35,35,Direct
3514745,200,40,40,200,160,40,40,Direct
3427080,200,35,35,175,140,35,35,Direct
3514770,100,0,35,195,160,35,35,Direct
3514838,100,0,35,150,115,35,35,Direct
3514877,175,10,35,165,130,35,35,Direct
3515102,175,5,50,215,165,50,50,Direct
3515263,175,5,50,315,265,50,50,Direct
3508304,275,60,35,260,225,35,35,Direct
3495025,325,95,20,120,100,20,20,Direct
3516056,100,0,35,145,110,35,35,Direct
3516242,175,5,35,190,155,35,35,Direct
3516217,300,85,50,225,175,50,50,Direct
3516306,375,120,35,230,195,35,35,Direct
3516642,50,0,50,245,195,50,50,Direct
3516710,100,0,50,235,185,50,50,Direct
3516860,225,30,35,155,120,35,35,Direct
3516992,175,15,35,135,100,35,35,Direct
3511451,100,0,50,230,180,50,50,Direct
3515813,175,20,20,75,55,20,20,Direct
3517267,175,0,20,120,100,20,20,Direct
3517528,100,0,27,92,65,27,27,Direct
3517660,200,30,35,160,125,35,35,Direct
3517685,175,15,100,250,150,100,100,Direct
3517728,350,125,50,240,190,50,50,Direct
3517871,100,0,20,130,110,20,20,Direct
3517928,200,20,50,230,180,50,50,Direct
3518046,225,35,50,200,150,50,50,Direct
3518271,250,50,35,175,140,35,35,Direct
3518221,250,60,35,150,115,35,35,Direct
3518353,325,135,50,255,205,50,50,Direct
3518396,175,10,50,220,170,50,50,Direct
3518757,100,0,20,140,120,20,20,Direct
3492453,225,30,20,130,110,20,20,Direct
3492623,200,10,50,200,150,50,50,Direct
3492653,175,15,50,340,290,50,50,Direct
3492670,300,75,20,180,160,20,20,Direct
3492704,250,65,20,175,155,20,20,Direct
3492904,175,10,50,250,200,50,50,Direct
3493074,175,5,35,140,105,35,35,Direct
3493138,175,0,20,75,55,20,20,Direct
3493257,175,10,50,295,245,50,50,Direct
3493291,50,0,20,185,165,20,20,Direct
3493355,175,10,50,300,250,50,50,Direct
3493657,175,0,50,205,155,50,50,Direct
3493891,175,10,50,300,250,50,50,Direct
3493908,425,115,50,265,215,50,50,Direct
3494010,200,25,50,220,170,50,50,Direct
3494125,200,15,35,120,85,35,35,Direct
3494478,125,0,50,210,160,50,50,Direct
3494610,150,0,50,235,185,50,50,Direct
3494678,175,5,20,185,165,20,20,Direct
3494695,200,25,25,95,70,25,25,Direct
3494776,200,30,20,150,130,20,20,Direct
3494912,25,0,50,215,165,50,50,Direct
3495010,175,5,50,250,200,50,50,Direct
3448048,75,0,35,245,210,35,35,Direct
3495478,100,0,35,185,150,35,35,Direct
3495580,625,335,125,590,465,125,125,Direct
3486373,175,15,25,80,55,25,25,Direct
3491585,175,10,20,170,150,20,20,Direct
3491653,225,35,35,180,145,35,35,Direct
3487207,100,0,20,160,140,20,20,Direct
3478200,75,0,35,105,70,35,35,Direct
3495678,75,0,35,115,80,35,35,Direct
3495831,175,10,35,130,95,35,35,Direct
3496146,100,0,20,170,150,20,20,Direct
3496431,75,0,20,35,15,20,20,Direct
3496933,175,15,35,175,140,35,35,Direct
3496984,150,0,60,195,135,60,60,Direct
3497116,50,0,25,70,45,25,25,Direct
3497235,25,0,50,230,180,50,50,Direct
3497286,175,5,35,150,115,35,35,Direct
3497533,225,45,35,190,155,35,35,Direct
3497469,125,0,50,280,230,50,50,Direct
3497784,1175,625,400,1185,785,400,400,Direct
3497771,350,130,35,180,145,35,35,Direct
3497852,200,25,35,145,110,35,35,Direct
3497988,100,0,50,255,205,50,50,Direct
3498035,125,0,20,80,60,20,20,Direct
3498656,100,0,20,50,30,20,20,Direct
3498673,200,20,35,150,115,35,35,Direct
3498856,250,50,35,210,175,35,35,Direct
3498907,75,0,50,250,200,50,50,Direct
3499022,175,0,40,230,190,40,40,Direct
3449903,150,0,35,160,125,35,35,Direct
3499290,225,45,25,80,55,25,25,Direct
3491389,75,0,20,30,10,20,20,Direct
3491432,375,165,140,650,510,140,140,Direct
3491496,225,35,35,155,120,35,35,Direct
3492023,350,105,35,190,155,35,35,Direct
3492100,225,35,35,245,210,35,35,Direct
3492359,200,25,50,375,325,50,50,Direct
3492500,150,0,50,225,175,50,50,Direct
3492636,225,55,40,345,305,40,40,Direct
3492568,75,0,10,20,10,10,10,Direct
3492198,200,15,50,235,185,50,50,Direct
3492768,50,0,35,225,190,35,35,Direct
3492861,175,5,50,280,230,50,50,Direct
3493036,50,0,20,170,150,20,20,Direct
3493100,0,0,20,175,155,20,20,Direct
3493359,125,0,35,160,125,35,35,Direct
3493704,175,15,35,175,140,35,35,Direct
3493861,75,0,20,80,60,20,20,Direct
3494031,150,0,35,180,145,35,35,Direct
3494129,200,15,50,300,250,50,50,Direct
3494440,250,105,20,170,150,20,20,Direct
3494763,150,0,35,165,130,35,35,Direct
3494772,200,25,20,160,140,20,20,Direct
3494865,425,145,50,250,200,50,50,Direct
3494997,175,0,75,300,225,75,75,Direct
3494933,175,5,50,315,265,50,50,Direct
3495299,150,0,35,170,135,35,35,Direct
3491632,150,0,35,190,155,35,35,Direct
3488254,75,0,35,160,125,35,35,Direct
3495810,225,45,35,140,105,35,35,Direct
3495878,100,0,20,80,60,20,20,Direct
3496001,250,50,35,150,115,35,35,Direct
3496035,100,0,35,265,230,35,35,Direct
3496103,275,65,50,250,200,50,50,Direct
3496167,125,0,25,80,55,25,25,Direct
3496210,100,0,50,230,180,50,50,Direct
3496312,125,0,20,75,55,20,20,Direct
3496371,225,25,35,190,155,35,35,Direct
3496410,75,0,20,155,135,20,20,Direct
3496512,100,0,35,125,90,35,35,Direct
3496703,150,0,35,290,255,35,35,Direct
3496780,250,65,35,160,125,35,35,Direct
3496903,125,0,50,200,150,50,50,Direct
3497005,200,30,50,225,175,50,50,Direct
3497039,125,0,20,180,160,20,20,Direct
3497048,225,30,35,140,105,35,35,Direct
3497078,175,5,20,175,155,20,20,Direct
3497380,100,0,60,110,50,60,60,Direct
3497405,175,10,35,150,115,35,35,Direct
3497448,150,0,35,160,125,35,35,Direct
3497507,225,25,35,140,105,35,35,Direct
3497541,200,20,50,275,225,50,50,Direct
3497639,50,0,50,280,230,50,50,Direct
3497814,175,5,50,200,150,50,50,Direct
3497950,625,335,55,430,375,55,55,Direct
3478421,175,0,20,155,135,20,20,Direct
3498141,225,35,35,225,190,35,35,Direct
3498209,375,120,35,160,125,35,35,Direct
3519025,100,0,35,180,145,35,35,Direct
3519046,175,10,60,110,50,60,60,Direct
3519064,100,0,25,75,50,25,25,Direct
3429645,125,0,35,100,65,35,35,Direct
3519250,50,0,50,200,150,50,50,Direct
3519514,275,80,35,165,130,35,35,Direct
3519518,300,140,50,225,175,50,50,Direct
3519532,350,140,50,280,230,50,50,Direct
3519800,225,45,35,105,70,35,35,Direct
3512780,200,15,20,160,140,20,20,Direct
3520143,75,0,20,140,120,20,20,Direct
3520536,100,0,35,100,65,35,35,Direct
3521254,100,0,35,145,110,35,35,Direct
3521229,300,80,50,240,190,50,50,Direct
3521322,175,10,35,190,155,35,35,Direct
3521336,50,0,40,230,190,40,40,Direct
3521404,125,0,35,190,155,35,35,Direct
3521411,150,0,100,200,100,100,100,Direct
3520136,200,25,20,180,160,20,20,Direct
3521790,200,10,35,120,85,35,35,Direct
3521965,175,0,35,125,90,35,35,Direct
3522458,175,5,35,225,190,35,35,Direct
3522483,25,0,20,65,45,20,20,Direct
3522658,175,15,20,75,55,20,20,Direct
3522994,150,0,25,65,40,25,25,Direct
3523126,200,20,50,240,190,50,50,Direct
3523194,100,0,35,190,155,35,35,Direct
3523437,75,0,35,150,115,35,35,Direct
3523544,225,45,20,180,160,20,20,Direct
3523594,250,70,20,160,140,20,20,Direct
3523612,225,30,50,275,225,50,50,Direct
3522501,200,25,35,150,115,35,35,Direct
3523744,250,50,50,250,200,50,50,Direct
3492667,300,90,35,170,135,35,35,Direct
3520275,125,0,35,135,100,35,35,Direct
3524280,225,40,35,150,115,35,35,Direct
3524330,150,0,35,245,210,35,35,Direct
3524348,125,0,35,170,135,35,35,Direct
3524462,100,0,35,120,85,35,35,Direct
3524612,200,20,20,190,170,20,20,Direct
3524623,525,220,35,290,255,35,35,Direct
3524662,175,5,25,50,25,25,25,Direct
3524798,125,0,20,65,45,20,20,Direct
3524823,200,20,40,200,160,40,40,Direct
3524880,125,0,50,275,225,50,50,Direct
3525148,225,45,35,165,130,35,35,Direct
3467106,450,145,35,270,235,35,35,Direct
3525573,25,0,35,150,115,35,35,Direct
3525666,125,0,35,295,260,35,35,Direct
3525891,100,0,35,150,115,35,35,Direct
3515463,350,125,50,275,225,50,50,Direct
3525977,50,0,35,170,135,35,35,Direct
3526002,300,75,35,140,105,35,35,Direct
3526041,100,0,35,165,130,35,35,Direct
3526084,50,0,35,165,130,35,35,Direct
3527027,350,115,35,195,160,35,35,Direct
3527088,275,70,75,375,300,75,75,Direct
3527138,150,0,20,95,75,20,20,Direct
3527556,75,0,50,220,170,50,50,Direct
3487521,275,65,35,210,175,35,35,Direct
3487528,275,85,35,205,170,35,35,Direct
3487678,250,35,35,160,125,35,35,Direct
3488307,250,65,20,160,140,20,20,Direct
3488571,400,160,50,325,275,50,50,Direct
3488607,275,45,50,235,185,50,50,Direct
3401517,175,10,35,250,215,35,35,Direct
3489050,250,50,35,140,105,35,35,Direct
3487585,375,135,35,190,155,35,35,Direct
3475253,225,45,35,120,85,35,35,Direct
3489407,250,30,35,180,145,35,35,Direct
3489850,50,0,35,185,150,35,35,Direct
3489950,175,10,35,155,120,35,35,Direct
3490129,100,0,50,220,170,50,50,Direct
3490479,475,195,125,510,385,125,125,Direct
3489743,225,45,50,325,275,50,50,Direct
3490736,200,30,35,165,130,35,35,Direct
3490972,225,25,50,270,220,50,50,Direct
3491279,100,0,20,105,85,20,20,Direct
3491622,250,55,35,170,135,35,35,Direct
3491672,200,15,35,170,135,35,35,Direct
3491772,500,175,50,290,240,50,50,Direct
3491865,125,0,50,210,160,50,50,Direct
3491858,50,0,35,155,120,35,35,Direct
3491965,175,20,50,230,180,50,50,Direct
3492001,75,0,50,225,175,50,50,Direct
3492065,200,20,35,150,115,35,35,Direct
3492151,275,65,35,175,140,35,35,Direct
3492408,200,10,35,170,135,35,35,Direct
3492608,175,15,35,170,135,35,35,Direct
3492694,25,0,20,125,105,20,20,Direct
3492744,100,0,20,110,90,20,20,Direct
3492894,75,0,35,125,90,35,35,Direct
3492908,200,15,20,180,160,20,20,Direct
3492801,250,60,50,250,200,50,50,Direct
3493094,100,0,35,180,145,35,35,Direct
3493144,225,45,35,165,130,35,35,Direct
3493151,75,0,35,140,105,35,35,Direct
3493401,75,0,35,110,75,35,35,Direct
3493594,150,0,50,305,255,50,50,Direct
3493830,75,0,35,245,210,35,35,Direct
3493944,225,25,35,225,190,35,35,Direct
3494023,175,5,35,155,120,35,35,Direct
3494080,225,40,35,170,135,35,35,Direct
3494173,200,40,35,225,190,35,35,Direct
3494373,100,0,50,280,230,50,50,Direct
3494530,125,0,35,245,210,35,35,Direct
3494573,375,155,50,210,160,50,50,Direct
3494616,175,10,50,240,190,50,50,Direct
3494673,175,5,25,65,40,25,25,Direct
3494730,175,10,20,75,55,20,20,Direct
3494973,300,85,20,115,95,20,20,Direct
3495059,200,30,50,200,150,50,50,Direct
3501634,175,15,35,150,115,35,35,Direct
3501741,250,45,35,195,160,35,35,Direct
3501791,250,65,100,250,150,100,100,Direct
3501877,175,10,35,160,125,35,35,Direct
3502127,250,65,50,275,225,50,50,Direct
3502345,225,30,50,295,245,50,50,Direct
3502613,350,100,50,255,205,50,50,Direct
3502638,100,0,35,150,115,35,35,Direct
3502727,150,0,150,300,150,150,150,Direct
3502770,150,0,35,175,140,35,35,Direct
3503170,375,155,50,255,205,50,50,Direct
3503456,125,0,35,225,190,35,35,Direct
3503413,50,0,35,170,135,35,35,Direct
3503574,200,20,50,235,185,50,50,Direct
3503974,225,30,35,125,90,35,35,Direct
3504017,75,0,35,280,245,35,35,Direct
3504131,500,195,55,460,405,55,55,Direct
3504267,150,0,50,275,225,50,50,Direct
3504374,100,0,35,140,105,35,35,Direct
3504417,300,100,35,180,145,35,35,Direct
3504524,100,0,20,180,160,20,20,Direct
3504642,150,0,35,180,145,35,35,Direct
3504792,200,30,35,140,105,35,35,Direct
3504617,175,10,20,160,140,20,20,Direct
3504978,500,220,50,375,325,50,50,Direct
3505335,200,10,50,235,185,50,50,Direct
3505603,175,10,35,180,145,35,35,Direct
3505710,100,0,35,160,125,35,35,Direct
3505553,25,0,50,325,275,50,50,Direct
3505914,250,65,75,300,225,75,75,Direct
3505939,250,50,50,235,185,50,50,Direct
3506114,200,5,35,125,90,35,35,Direct
3506196,125,0,20,170,150,20,20,Direct
3506289,200,15,35,150,115,35,35,Direct
3506357,200,35,35,185,150,35,35,Direct
3506514,425,140,50,275,225,50,50,Direct
3506821,100,0,50,325,275,50,50,Direct
3506939,100,0,35,180,145,35,35,Direct
3507000,225,45,50,285,235,50,50,Direct
3499119,550,265,155,700,545,155,155,Direct
3507400,400,145,150,310,160,150,150,Direct
3504106,100,0,35,155,120,35,35,Direct
3507693,275,85,50,260,210,50,50,Direct
3507718,100,0,35,135,100,35,35,Direct
3507893,175,5,35,135,100,35,35,Direct
3508411,125,0,20,140,120,20,20,Direct
3487197,100,0,35,155,120,35,35,Direct
3487247,125,0,20,160,140,20,20,Direct
3487498,200,30,35,180,145,35,35,Direct
3487848,250,65,75,350,275,75,75,Direct
3487919,250,75,35,165,130,35,35,Direct
3487983,125,0,50,205,155,50,50,Direct
3488119,75,0,35,185,150,35,35,Direct
3488383,425,120,50,240,190,50,50,Direct
3488869,150,0,20,160,140,20,20,Direct
3489137,175,10,25,90,65,25,25,Direct
3486898,125,0,35,225,190,35,35,Direct
3481232,100,0,35,150,115,35,35,Direct
3487180,275,55,35,145,110,35,35,Direct
3489438,250,40,20,180,160,20,20,Direct
3489455,125,0,50,250,200,50,50,Direct
3489587,200,25,20,80,60,20,20,Direct
3489770,325,95,75,355,280,75,75,Direct
3490242,125,0,35,105,70,35,35,Direct
3490255,375,140,20,170,150,20,20,Direct
3490910,125,0,50,250,200,50,50,Direct
3491141,200,10,35,215,180,35,35,Direct
3491392,175,10,20,160,140,20,20,Direct
3491459,175,10,35,160,125,35,35,Direct
3491595,200,25,60,100,40,60,60,Direct
3491660,200,30,35,170,135,35,35,Direct
3491846,275,60,50,290,240,50,50,Direct
3492013,375,150,35,255,220,35,35,Direct
3422757,200,30,20,120,100,20,20,Direct
3426216,125,0,50,285,235,50,50,Direct
3492128,150,0,20,80,60,20,20,Direct
3492196,175,0,35,100,65,35,35,Direct
3490524,50,0,35,245,210,35,35,Direct
3492345,125,0,50,250,200,50,50,Direct
3492077,125,0,35,225,190,35,35,Direct
3492664,200,35,35,105,70,35,35,Direct
3492732,225,50,35,205,170,35,35,Direct
3492745,275,60,58,148,90,58,58,Direct
3492881,100,0,35,285,250,35,35,Direct
3493464,175,5,40,325,285,40,40,Direct
3493481,50,0,20,180,160,20,20,Direct
3493650,100,0,40,230,190,40,40,Direct
3490974,325,130,50,265,215,50,50,Direct
3493799,250,50,50,275,225,50,50,Direct
3493949,150,0,35,155,120,35,35,Direct
3494085,200,10,35,165,130,35,35,Direct
3494417,150,5,20,85,65,20,20,Direct
3494485,450,170,35,245,210,35,35,Direct
3494821,125,0,20,50,30,20,20,Direct
3495186,325,75,35,135,100,35,35,Direct
3495272,450,145,50,275,225,50,50,Direct
3485643,200,15,36,151,115,36,36,Direct
3495386,175,15,35,100,65,35,35,Direct
3518979,75,0,50,230,180,50,50,Direct
3519043,175,15,35,180,145,35,35,Direct
3519160,75,0,35,190,155,35,35,Direct
3519245,175,15,35,140,105,35,35,Direct
3519330,100,0,25,70,45,25,25,Direct
3519594,75,0,35,150,115,35,35,Direct
3486772,375,135,50,235,185,50,50,Direct
3520032,175,15,50,325,275,50,50,Direct
3520081,125,0,20,170,150,20,20,Direct
3520530,125,0,35,225,190,35,35,Direct
3520581,175,10,50,150,100,50,50,Direct
3520615,175,5,35,180,145,35,35,Direct
3520632,175,15,50,220,170,50,50,Direct
3520666,100,0,50,235,185,50,50,Direct
3521081,325,120,40,325,285,40,40,Direct
3520881,100,0,35,185,150,35,35,Direct
3520951,275,75,35,190,155,35,35,Direct
3521017,225,25,35,225,190,35,35,Direct
3521066,125,0,50,260,210,50,50,Direct
3521302,150,0,35,100,65,35,35,Direct
3521402,150,0,35,155,120,35,35,Direct
3522838,200,20,35,180,145,35,35,Direct
3522989,100,0,25,50,25,25,25,Direct
3523004,100,0,35,165,130,35,35,Direct
3523123,150,5,20,100,80,20,20,Direct
3523189,125,0,35,180,145,35,35,Direct
3523404,325,120,40,215,175,40,40,Direct
3523674,50,0,35,165,130,35,35,Direct
3523723,575,250,250,535,285,250,250,Direct
3523923,225,45,20,170,150,20,20,Direct
3510019,175,5,35,155,120,35,35,Direct
3524959,200,15,35,140,105,35,35,Direct
3525095,150,5,35,125,90,35,35,Direct
3525112,225,55,35,245,210,35,35,Direct
3525446,100,0,18,83,65,18,18,Direct
3526046,150,0,50,205,155,50,50,Direct
3526146,75,0,50,220,170,50,50,Direct
3526631,100,0,35,125,90,35,35,Direct
3526646,175,5,35,160,125,35,35,Direct
3526882,200,10,50,275,225,50,50,Direct
3527367,100,0,25,65,40,25,25,Direct
3527582,300,75,50,275,225,50,50,Direct
3526182,125,0,50,230,180,50,50,Direct
3506426,75,0,25,75,50,25,25,Direct
3528454,275,75,50,210,160,50,50,Direct
3528669,25,0,35,250,215,35,35,Direct
3528820,300,100,35,170,135,35,35,Direct
